feature,mi
Blood Pressure_96/88,0.011328352965157329
Blood Pressure_111/109,0.011316885712852276
Blood Pressure_100/92,0.011287777106623986
Blood Pressure_126/98,0.011245778352673153
Blood Pressure_119/79,0.011242248351109208
Blood Pressure_136/109,0.011238222624389893
Blood Pressure_143/92,0.01122135513242073
Blood Pressure_146/90,0.01121216635392197
BMI,0.011204624239748107
Blood Pressure_141/64,0.011202830264233521
Blood Pressure_148/84,0.011161878160868444
Blood Pressure_94/78,0.011157241338457968
Blood Pressure_138/81,0.01109328152851563
Blood Pressure_158/88,0.011027863084489331
Blood Pressure_106/80,0.010957851600724933
Blood Pressure_93/87,0.01090779440582712
Blood Pressure_112/65,0.01088991501726766
Blood Pressure_160/81,0.010864783375591047
Blood Pressure_150/67,0.010848846365596687
Blood Pressure_153/98,0.01080512412759771
Blood Pressure_109/85,0.010758823043186538
Blood Pressure_98/60,0.010723177687472107
Blood Pressure_150/70,0.010697368257424733
Blood Pressure_177/64,0.010689117910601453
Blood Pressure_137/72,0.010666839823225471
Blood Pressure_93/109,0.01060895478051127
Blood Pressure_115/109,0.010574084144536311
Blood Pressure_111/86,0.010548755142399946
Blood Pressure_107/109,0.010521126374050782
Blood Pressure_172/72,0.01051361780606519
Blood Pressure_138/73,0.01050916687810699
Blood Pressure_175/80,0.010498896846444339
Blood Pressure_115/74,0.010485314346183827
Blood Pressure_154/103,0.010475996971688772
Blood Pressure_179/82,0.010472364398536271
Blood Pressure_113/76,0.010461349985650292
Blood Pressure_104/85,0.010416312552401275
Blood Pressure_178/62,0.01039678402135924
Blood Pressure_124/77,0.010384614264393521
Blood Pressure_119/90,0.010380018124659607
Blood Pressure_143/65,0.010368280297930355
Blood Pressure_178/106,0.010354689782791748
Blood Pressure_98/80,0.010354647287166285
Blood Pressure_145/78,0.01033224618969908
Blood Pressure_94/66,0.010327390318132679
Blood Pressure_94/104,0.010312322943830443
Continent_North America,0.01030473215902128
Blood Pressure_128/83,0.010290802037767222
Blood Pressure_166/86,0.010289262783622855
Blood Pressure_176/105,0.01028702932692549
Blood Pressure_149/95,0.010284804530032998
Blood Pressure_171/103,0.010279923373022859
Blood Pressure_101/110,0.010279257973184075
Blood Pressure_111/81,0.010254500084792229
Blood Pressure_142/91,0.010242132820190264
Blood Pressure_136/96,0.01022558989203115
Blood Pressure_149/82,0.010220634378545146
Blood Pressure_168/102,0.010122808559210439
Blood Pressure_117/74,0.01012228444997354
Blood Pressure_175/74,0.01010500189753527
Blood Pressure_166/90,0.010091077872579124
Blood Pressure_107/75,0.010086645290970253
Blood Pressure_158/93,0.010082968151758243
Blood Pressure_112/97,0.01008135525242504
Blood Pressure_93/62,0.010031857144234602
Blood Pressure_145/90,0.010028045233306582
Blood Pressure_144/98,0.010021330356628111
Blood Pressure_132/81,0.010012835560176958
Blood Pressure_159/93,0.010000184987714045
Blood Pressure_101/74,0.009992263853421335
Blood Pressure_92/78,0.009986922160250433
Blood Pressure_95/78,0.00997281306483977
Blood Pressure_98/109,0.009955799553906353
Blood Pressure_158/61,0.009936931641465474
Blood Pressure_106/107,0.009932699498947928
Blood Pressure_153/91,0.009926163481664974
Blood Pressure_164/93,0.009911000775263412
Blood Pressure_175/64,0.009902066321880287
Blood Pressure_144/60,0.009872069134229555
Blood Pressure_165/104,0.009862305149840545
Blood Pressure_180/84,0.00986177467656213
Blood Pressure_95/85,0.009844493273480914
Blood Pressure_151/108,0.00983892052916957
Blood Pressure_108/71,0.009799999201506315
Blood Pressure_110/72,0.009795756847348347
Blood Pressure_115/60,0.009766993207179553
Blood Pressure_175/88,0.009758229630365323
Blood Pressure_107/84,0.009713685493741187
Blood Pressure_178/103,0.009698983368879421
Blood Pressure_122/67,0.009689491504716097
Blood Pressure_121/68,0.009674553784637219
Blood Pressure_161/81,0.009672424346236719
Blood Pressure_102/91,0.009672029219959022
Blood Pressure_90/66,0.009655829609099609
Blood Pressure_170/79,0.009645879017564862
Blood Pressure_137/84,0.009629063124906523
Blood Pressure_180/87,0.009622971495686139
Blood Pressure_159/107,0.009608829394091467
Blood Pressure_119/77,0.009607414970052242
Blood Pressure_175/87,0.009470591005776852
Blood Pressure_128/85,0.009460711279796197
Blood Pressure_94/79,0.009433868841718152
Blood Pressure_97/73,0.009400122384346066
Blood Pressure_107/101,0.00939595921269909
Blood Pressure_145/70,0.009391974841929551
Blood Pressure_129/82,0.009391383120980645
Blood Pressure_154/93,0.009376229284453474
Blood Pressure_102/87,0.0093758814986038
Blood Pressure_163/89,0.009375621269073875
Blood Pressure_169/90,0.009341739455988707
Blood Pressure_158/107,0.00933478132547294
Blood Pressure_96/63,0.009332976913323465
Blood Pressure_178/109,0.009309624018996043
Blood Pressure_180/90,0.0092924651044064
Blood Pressure_127/71,0.009238950370984655
Blood Pressure_178/102,0.00920103852112808
Blood Pressure_111/73,0.009189382137600566
Blood Pressure_146/100,0.009173858303584526
Blood Pressure_103/90,0.009125974011953808
Blood Pressure_132/80,0.009122287894651526
Blood Pressure_92/84,0.009120999988802891
Blood Pressure_116/60,0.009114719400395543
Blood Pressure_163/98,0.009097101159442955
Blood Pressure_166/97,0.009085190706506374
Blood Pressure_122/105,0.009082756834321692
Blood Pressure_138/68,0.009080951271144277
Blood Pressure_105/77,0.009075754835780048
Blood Pressure_172/90,0.009044982203399776
Blood Pressure_124/69,0.009041097575554824
Blood Pressure_113/73,0.009033880400433958
Blood Pressure_98/76,0.009021671489582772
Blood Pressure_170/61,0.009019058656252854
Blood Pressure_173/76,0.009007654092799466
Blood Pressure_165/101,0.008958998069870994
Blood Pressure_99/83,0.008947344758356346
Blood Pressure_116/80,0.008917262631609413
Blood Pressure_105/88,0.008914359061603205
Blood Pressure_142/89,0.008911606537233885
Blood Pressure_172/100,0.008908005883941472
Blood Pressure_153/86,0.008906826647746113
Blood Pressure_93/74,0.008879950582674434
Blood Pressure_107/106,0.008868288817518444
Blood Pressure_150/105,0.00882706839620151
Blood Pressure_118/70,0.008802909023799987
Blood Pressure_125/98,0.008786508015868222
Blood Pressure_123/64,0.00878575997511466
Blood Pressure_148/95,0.00878111780471591
Blood Pressure_102/93,0.008768177137912225
Blood Pressure_175/69,0.008745632809670889
Blood Pressure_172/105,0.008714280967698995
Blood Pressure_147/109,0.008699262182174206
Blood Pressure_140/71,0.008686922068805059
Blood Pressure_114/60,0.008673913809026157
Blood Pressure_102/71,0.008640784121740852
Blood Pressure_140/70,0.008630592491207123
Blood Pressure_162/100,0.008626598326000767
Blood Pressure_158/105,0.008621897887354235
Blood Pressure_108/108,0.00861084171183224
Blood Pressure_130/105,0.008605191467492723
Blood Pressure_127/82,0.008602013322941415
Blood Pressure_101/102,0.008593615025399126
Blood Pressure_147/74,0.008578601802058383
Blood Pressure_146/64,0.008573896640495127
Blood Pressure_100/108,0.00856575081041866
Blood Pressure_152/78,0.00855153131696107
Blood Pressure_105/108,0.00851447983288156
Blood Pressure_145/86,0.008464163930408164
Blood Pressure_173/97,0.00843544700075527
Blood Pressure_153/103,0.008431626594107566
Blood Pressure_146/102,0.008415924249903117
Blood Pressure_127/93,0.008397422367197205
Blood Pressure_114/65,0.008395594236748849
Blood Pressure_111/107,0.008385386649520932
Blood Pressure_93/102,0.008384725182158936
Blood Pressure_105/60,0.008380119650560847
Blood Pressure_168/101,0.008372952981337223
Blood Pressure_149/73,0.00833626186966785
Blood Pressure_113/84,0.00833367153082154
Blood Pressure_167/83,0.008333100477113442
Blood Pressure_130/107,0.008316612251234812
Blood Pressure_144/97,0.008303565648360323
Country_United States,0.00828962675089917
Continent_Europe,0.008281760295993701
Blood Pressure_168/73,0.008276022827146567
Blood Pressure_160/108,0.008272597079106658
Blood Pressure_115/95,0.00827091754763587
Blood Pressure_146/109,0.008266292589648838
Blood Pressure_103/97,0.008252055162230265
Blood Pressure_150/66,0.008250940006435226
Blood Pressure_109/100,0.0082129513732494
Blood Pressure_143/107,0.008192533741732566
Blood Pressure_176/84,0.008179278565616732
Blood Pressure_164/97,0.00817923084745642
Blood Pressure_152/76,0.008151282803748883
Blood Pressure_179/94,0.008138017701511568
Blood Pressure_95/66,0.00810872135802776
Blood Pressure_121/86,0.008054955898901373
Blood Pressure_119/103,0.008051307101532013
Blood Pressure_91/102,0.008048505139717665
Blood Pressure_105/82,0.008037981113101722
Blood Pressure_140/90,0.008022778132546149
Blood Pressure_94/107,0.008018428825324442
Blood Pressure_133/100,0.008016665690773861
Blood Pressure_100/71,0.00801483899727673
Blood Pressure_136/100,0.007997954567411591
Blood Pressure_174/62,0.007979395307877946
Blood Pressure_158/77,0.007964615075497283
Blood Pressure_156/62,0.007962664747014347
Blood Pressure_100/76,0.007960587345758219
Blood Pressure_176/102,0.007960342488688266
Blood Pressure_178/93,0.007951860725692095
Blood Pressure_96/89,0.007951681029648938
Blood Pressure_138/83,0.007938968271031577
Blood Pressure_120/74,0.007938430978309707
Blood Pressure_171/94,0.007929028940042215
Blood Pressure_140/93,0.007907541734426315
Blood Pressure_117/78,0.007885800024168388
Blood Pressure_138/71,0.007861164034641988
Blood Pressure_180/93,0.007857673118180752
Blood Pressure_131/96,0.00785067120899563
Blood Pressure_176/67,0.007842078907434491
Blood Pressure_158/79,0.007838896465810485
Blood Pressure_133/94,0.007832190330872235
Blood Pressure_100/86,0.00779245844128984
Blood Pressure_105/94,0.00779026170092445
Blood Pressure_120/103,0.007784654190714946
Blood Pressure_123/96,0.007780719956661963
Blood Pressure_155/70,0.007746544302802416
Blood Pressure_165/103,0.007739800852564649
Blood Pressure_151/82,0.007719032679726734
Blood Pressure_116/79,0.00771183797244368
Blood Pressure_158/110,0.0077010082523256695
Blood Pressure_140/84,0.007691614666753832
Blood Pressure_133/82,0.007686917820542094
Blood Pressure_125/108,0.007686252922080694
Blood Pressure_132/78,0.007681558617556261
Blood Pressure_110/63,0.007671464826550789
Blood Pressure_158/75,0.0076490135181424
Blood Pressure_176/65,0.00764749475146731
Blood Pressure_105/89,0.007646492988868214
Blood Pressure_180/99,0.007623144961238282
Blood Pressure_91/98,0.0076229130830138825
Blood Pressure_129/60,0.007616351831786439
Blood Pressure_175/72,0.007614085483306665
Blood Pressure_143/97,0.007612462231882056
Blood Pressure_176/82,0.007602583768594018
Blood Pressure_122/84,0.007600242066599705
Blood Pressure_172/65,0.007573125314490836
Blood Pressure_119/98,0.0075540912749112454
Blood Pressure_168/104,0.007547071087339097
Blood Pressure_116/99,0.007540580035442446
Blood Pressure_96/96,0.007535488482821595
Blood Pressure_107/86,0.0074918276612887524
Blood Pressure_96/73,0.007485388353044131
Blood Pressure_132/85,0.007479531131669992
Heart Rate,0.007461163467375798
Blood Pressure_146/60,0.007442899424947802
Blood Pressure_161/67,0.0074380514161529465
Blood Pressure_106/106,0.007412486369647198
Blood Pressure_141/93,0.007408630594122334
Blood Pressure_126/77,0.007399077438739576
Blood Pressure_94/92,0.0073732272467472715
Blood Pressure_113/91,0.007367159116818955
Blood Pressure_176/100,0.007363531152707381
Blood Pressure_177/75,0.007337514811499357
Blood Pressure_113/106,0.007292661246095289
Blood Pressure_130/93,0.007275678393255047
Blood Pressure_173/75,0.007275526496767881
Blood Pressure_146/84,0.007269134254283216
Blood Pressure_151/95,0.0072684960450979386
Blood Pressure_171/110,0.007266343012271914
Blood Pressure_128/77,0.0072481042929719575
Blood Pressure_116/85,0.007245390102969651
Blood Pressure_109/60,0.00722371405078448
Blood Pressure_138/94,0.007203697856282831
Blood Pressure_99/65,0.007200962739536854
Blood Pressure_125/84,0.007200235421098489
Blood Pressure_147/81,0.007192126164953239
Blood Pressure_93/97,0.0071721843190521994
Blood Pressure_174/102,0.007163685690780408
Blood Pressure_128/109,0.007162746204498305
Diet_Unhealthy,0.007161927560931369
Blood Pressure_104/61,0.007154868088061761
Blood Pressure_135/75,0.007130236783255084
Blood Pressure_119/97,0.007116162739563947
Blood Pressure_161/88,0.007096463896366645
Blood Pressure_173/61,0.007094371776885211
Blood Pressure_130/86,0.007075858845482008
Blood Pressure_91/62,0.007062727533310609
Blood Pressure_161/73,0.007040458418766216
Blood Pressure_126/86,0.0070321305951395185
Blood Pressure_170/102,0.0070133578406506025
Blood Pressure_110/107,0.007006075408756862
Blood Pressure_104/74,0.006994285570503633
Blood Pressure_137/68,0.006991789231013845
Blood Pressure_165/72,0.00698457178586942
Blood Pressure_131/107,0.006981888136283976
Blood Pressure_178/90,0.0069772452679133234
Blood Pressure_117/97,0.006952290755712021
Blood Pressure_112/78,0.00694249746660347
Blood Pressure_149/96,0.006932486782273317
Blood Pressure_130/60,0.006931021267905013
Blood Pressure_175/94,0.006928406805192466
Blood Pressure_157/69,0.006907890469648237
Blood Pressure_180/63,0.006896788776538321
Blood Pressure_91/91,0.0068920746096579055
Blood Pressure_167/92,0.006885235588775629
Blood Pressure_154/69,0.006863016136253952
Blood Pressure_96/71,0.006850854654169014
Blood Pressure_98/85,0.0068477305909055985
Blood Pressure_136/74,0.0068379738750938834
Blood Pressure_127/85,0.006837701538767282
Blood Pressure_112/103,0.006832109844462364
Blood Pressure_125/105,0.006822721112401897
Blood Pressure_146/101,0.00678264906770587
Blood Pressure_174/93,0.00678042438592974
Blood Pressure_169/91,0.00677508354231815
Blood Pressure_120/71,0.0067737708781105965
Blood Pressure_140/88,0.0067607633903026265
Blood Pressure_169/84,0.006757369844665462
Blood Pressure_159/73,0.0067522261893075974
Blood Pressure_90/72,0.006751564388583597
Blood Pressure_137/80,0.006744771812304151
Blood Pressure_155/90,0.006731143406406348
Blood Pressure_165/85,0.006729838752489448
Blood Pressure_144/69,0.006706858591031706
Blood Pressure_95/84,0.006705489081754168
Blood Pressure_96/75,0.006705443335625505
Blood Pressure_148/66,0.0067051206504324945
Blood Pressure_134/104,0.006699591384027981
Blood Pressure_106/108,0.006689409838933624
Blood Pressure_95/92,0.006662879139011091
Blood Pressure_155/61,0.006658856213524578
Blood Pressure_119/110,0.006654817451512862
Blood Pressure_168/61,0.006645387950159787
Blood Pressure_159/64,0.0066452293843424215
Blood Pressure_101/67,0.0066422206145762
Blood Pressure_137/75,0.006617014267681576
Blood Pressure_158/97,0.0066107470201417495
Blood Pressure_104/63,0.006607900020491275
Blood Pressure_141/99,0.0066053951407916145
Blood Pressure_128/70,0.006600400763979053
Blood Pressure_119/62,0.006598248793337591
Blood Pressure_140/78,0.006598178347726025
Blood Pressure_166/96,0.006582924057752848
Blood Pressure_177/102,0.006577089705788186
Blood Pressure_107/97,0.006573227211815524
Blood Pressure_121/78,0.006555457352702243
Blood Pressure_151/101,0.006553457765870352
Blood Pressure_164/80,0.0065316774078001405
Blood Pressure_165/78,0.006522723514777562
Blood Pressure_92/104,0.006511195751441434
Blood Pressure_143/69,0.006510096947302202
Blood Pressure_118/105,0.006509588715174708
Blood Pressure_117/85,0.006502465568443361
Blood Pressure_163/64,0.0064998451442899174
Blood Pressure_136/67,0.006499252083449258
Blood Pressure_91/100,0.006487815424644383
Blood Pressure_150/60,0.006482197938089573
Blood Pressure_102/73,0.006471106441561902
Blood Pressure_122/98,0.0064700588134984915
Blood Pressure_122/76,0.0064553179349016165
Blood Pressure_123/74,0.006454866817691363
Blood Pressure_157/62,0.00644905519477712
Blood Pressure_108/98,0.00644679539156412
Blood Pressure_125/91,0.006441011297122712
Blood Pressure_159/105,0.006434606250635522
Blood Pressure_99/85,0.006408331412822932
Blood Pressure_119/81,0.006405612994507592
Blood Pressure_126/95,0.006394950900786345
Blood Pressure_165/61,0.006382309443429879
Blood Pressure_158/65,0.006381717908446216
Blood Pressure_142/108,0.006380032133781466
Blood Pressure_115/89,0.006378941235250624
Blood Pressure_150/102,0.006357465632688575
Blood Pressure_108/60,0.006354886012311045
Blood Pressure_150/110,0.00635417544781669
Blood Pressure_116/68,0.006341423803974955
Blood Pressure_146/82,0.006339466690598705
Blood Pressure_127/108,0.006330983584925898
Blood Pressure_142/79,0.006319141837531683
Blood Pressure_137/109,0.006314627005293172
Blood Pressure_120/69,0.006310826057022156
Blood Pressure_120/88,0.006296833112406253
Blood Pressure_153/105,0.006287652323939907
Blood Pressure_90/98,0.006286683462136233
Blood Pressure_148/74,0.0062813866379196615
Blood Pressure_142/93,0.006270557666762766
Blood Pressure_92/83,0.006268244557896541
Blood Pressure_153/93,0.006262905411060782
Blood Pressure_117/95,0.006246672386319485
Blood Pressure_140/105,0.006242683658612247
Blood Pressure_179/81,0.00624198894314465
Blood Pressure_125/81,0.006240585557343525
Blood Pressure_104/99,0.006237311162058612
Blood Pressure_148/60,0.006237001432741529
Blood Pressure_145/75,0.0062342122341978445
Blood Pressure_121/88,0.0062318639314769
Blood Pressure_157/89,0.0062283243773182395
Blood Pressure_126/68,0.006226442673676669
Blood Pressure_123/94,0.006203100649501581
Blood Pressure_176/68,0.006202402124825257
Blood Pressure_102/81,0.006169758569384065
Blood Pressure_178/80,0.006157527564335297
Blood Pressure_171/71,0.006153570679007014
Blood Pressure_90/107,0.006152689497518349
Blood Pressure_157/98,0.00614937398103943
Blood Pressure_117/82,0.006144462663004058
Blood Pressure_151/85,0.006143226698754667
Blood Pressure_125/63,0.006139512859943741
Blood Pressure_156/63,0.006126521225406467
Blood Pressure_111/93,0.006111814717644881
Blood Pressure_141/63,0.006099532918403927
Blood Pressure_130/78,0.006098875986559227
Blood Pressure_124/90,0.006097535192087333
Blood Pressure_103/70,0.006085328383680588
Blood Pressure_149/89,0.006083675331009841
Blood Pressure_130/76,0.0060764246776010555
Blood Pressure_125/101,0.006071816192157131
Blood Pressure_105/76,0.0060661901893899195
Blood Pressure_100/89,0.006062546246961453
Blood Pressure_140/98,0.006061781108522846
Blood Pressure_103/106,0.006061171776174268
Blood Pressure_156/76,0.006059826101657562
Blood Pressure_168/65,0.006059460396069749
Blood Pressure_145/80,0.0060571198052623565
Blood Pressure_160/64,0.0060557991920753285
Blood Pressure_121/102,0.006050352258402114
Blood Pressure_174/89,0.006043113280972623
Blood Pressure_168/68,0.0060411467059333646
Blood Pressure_160/61,0.006033022429144275
Blood Pressure_175/68,0.006029340730045796
Blood Pressure_167/104,0.0060191901153083816
Blood Pressure_178/96,0.006014049953729783
Blood Pressure_122/99,0.00600668004796856
Blood Pressure_101/64,0.006003678265816825
Blood Pressure_144/82,0.006002745694099643
Blood Pressure_96/93,0.0059976168102717775
Blood Pressure_138/91,0.005989809700866822
Blood Pressure_92/81,0.00598676271321863
Blood Pressure_170/77,0.005979239061853825
Blood Pressure_97/67,0.005974758082719189
Blood Pressure_166/77,0.005966808397923851
Blood Pressure_106/88,0.005959660278632262
Blood Pressure_140/100,0.0059377629972234836
Blood Pressure_101/81,0.005929015307751806
Blood Pressure_101/103,0.0059275170696651
Blood Pressure_142/96,0.005924418426406897
Blood Pressure_174/98,0.005923281666313951
Blood Pressure_142/87,0.005914380282331599
Blood Pressure_162/76,0.0059128143594733285
Blood Pressure_180/100,0.005910403574007406
Blood Pressure_94/88,0.005906902079949372
Blood Pressure_149/66,0.005898872700254021
Blood Pressure_141/103,0.005898036463728218
Blood Pressure_112/87,0.0058968063791609016
Blood Pressure_110/67,0.005895315538001489
Blood Pressure_127/109,0.005888669080555298
Blood Pressure_162/91,0.005884398579573569
Blood Pressure_132/71,0.0058775992115358555
Blood Pressure_125/77,0.005874693056437952
Blood Pressure_112/94,0.005870940843436756
Blood Pressure_156/61,0.005867233962140617
Blood Pressure_172/60,0.005864712424999974
Blood Pressure_103/66,0.00586256120486861
Blood Pressure_165/107,0.005840876472293477
Blood Pressure_159/74,0.005839763201989756
Blood Pressure_113/89,0.005835926053547658
Blood Pressure_180/97,0.005834452847593985
Blood Pressure_150/108,0.005822087721485847
Blood Pressure_178/89,0.005811306578539899
Blood Pressure_153/63,0.005810374323425682
Blood Pressure_175/60,0.005794039995774547
Blood Pressure_139/98,0.0057851129353885256
Blood Pressure_113/109,0.005782958814851025
Blood Pressure_95/63,0.005775035413152718
Blood Pressure_123/60,0.005771774807092234
Blood Pressure_128/110,0.0057634748812041
Blood Pressure_123/86,0.005739837285682503
Blood Pressure_169/69,0.005730743518158388
Blood Pressure_104/97,0.005724788023636851
Blood Pressure_91/88,0.005718716422986381
Blood Pressure_102/77,0.005717372622370931
Blood Pressure_94/70,0.005707042388118033
Blood Pressure_151/88,0.005699735559273611
Blood Pressure_119/68,0.005699549009870353
Blood Pressure_98/101,0.005695636269095861
Blood Pressure_117/80,0.00569379754225996
Blood Pressure_91/60,0.005688795033603755
Blood Pressure_168/76,0.005682781268426806
Blood Pressure_140/104,0.005681913672286321
Blood Pressure_133/102,0.005670382999782619
Blood Pressure_164/82,0.005669059221659056
Blood Pressure_122/62,0.005665881363936753
Blood Pressure_139/91,0.005639101543347902
Blood Pressure_109/71,0.0056386484652097835
Blood Pressure_145/65,0.005637583455968764
Blood Pressure_144/76,0.005637230741235122
Blood Pressure_155/74,0.005632772789484708
Blood Pressure_149/67,0.005632531163471288
Blood Pressure_128/72,0.005628051228604436
Blood Pressure_175/91,0.005608789744746767
Blood Pressure_104/93,0.005607660800868386
Blood Pressure_140/107,0.005603002375363042
Blood Pressure_176/64,0.005600078224849758
Blood Pressure_159/70,0.0055995571353217866
Blood Pressure_113/100,0.005594767215883811
Blood Pressure_167/60,0.005589858917908197
Blood Pressure_145/99,0.00558575395083416
Blood Pressure_158/95,0.005571128748397269
Blood Pressure_174/69,0.005569451399013214
Blood Pressure_147/70,0.005563361308156489
Blood Pressure_132/100,0.005557265065406991
Blood Pressure_119/108,0.005556519510161229
Blood Pressure_110/64,0.005552191367042436
Blood Pressure_124/110,0.005535079701533219
Blood Pressure_163/106,0.005533727984560199
Blood Pressure_171/70,0.005527365166980713
Blood Pressure_92/88,0.0055233042379789765
Blood Pressure_142/67,0.005522923185581563
Blood Pressure_166/93,0.00551296967383319
Blood Pressure_176/60,0.005512614434012297
Blood Pressure_104/82,0.005511951834845652
Blood Pressure_171/92,0.005496850066241787
Blood Pressure_139/65,0.005495708529692722
Blood Pressure_174/80,0.00548665987759267
Blood Pressure_129/78,0.005483337594083704
Blood Pressure_93/66,0.005476563139944934
Blood Pressure_179/65,0.00547046752132796
Blood Pressure_119/78,0.005464997846270636
Blood Pressure_172/68,0.005462794707657759
Blood Pressure_123/83,0.005460231957564066
Blood Pressure_171/83,0.005458131507979136
Blood Pressure_92/89,0.005457525475801361
Blood Pressure_114/75,0.0054552841338455504
Blood Pressure_125/94,0.005450078606084041
Blood Pressure_112/83,0.005447751615182739
Blood Pressure_147/95,0.00544009851417937
Blood Pressure_160/103,0.005435819390982033
Blood Pressure_138/86,0.0054281377564562305
Blood Pressure_110/73,0.005418864998767203
Blood Pressure_166/65,0.0054115488247517
Blood Pressure_121/73,0.005399581231860795
Blood Pressure_100/63,0.005397582662042488
Blood Pressure_102/105,0.005390716194904277
Blood Pressure_170/101,0.00537566060275152
Blood Pressure_106/95,0.005375426852038956
Blood Pressure_91/87,0.005366025140016495
Blood Pressure_156/68,0.0053584758045628345
Blood Pressure_180/64,0.005357452435784227
Blood Pressure_108/77,0.005351373419142158
Blood Pressure_107/66,0.005341322398301429
Blood Pressure_108/91,0.005328791857115878
Blood Pressure_149/107,0.005321877693932553
Blood Pressure_156/110,0.00531927044040259
Blood Pressure_107/82,0.005317872473514562
Blood Pressure_176/99,0.005313065614630075
Blood Pressure_176/69,0.005300022382605629
Blood Pressure_176/103,0.005296890343042371
Blood Pressure_132/68,0.005296499238710339
Country_Spain,0.005266889227006688
Blood Pressure_104/103,0.00525317174218376
Blood Pressure_148/91,0.005251227427065075
Blood Pressure_132/82,0.005247038980158658
Blood Pressure_151/78,0.005246281662518504
Blood Pressure_117/106,0.005246256811967109
Blood Pressure_119/69,0.005244510534482716
Blood Pressure_174/109,0.005213877000164624
Blood Pressure_154/90,0.005206731427569222
Blood Pressure_99/68,0.005183651605291217
Blood Pressure_90/99,0.005179712946930648
Blood Pressure_156/88,0.005175112671279569
Blood Pressure_159/60,0.005174707461219841
Blood Pressure_174/88,0.005166678199161279
Blood Pressure_135/78,0.005165886701785638
Blood Pressure_176/88,0.005165162287598557
Blood Pressure_137/85,0.005163794649416076
Blood Pressure_100/106,0.005152812811899832
Blood Pressure_174/66,0.005152695840987764
Blood Pressure_127/102,0.005149140381127237
Blood Pressure_98/107,0.005144605196437224
